"x","y","year"
144.061249451799,-38.4679163089474,"1975"
144.061249451799,-38.4662496422874,"2010"
144.061249451799,-38.2245829765933,"2010"
144.061249451799,-38.1045829770763,"2005"
144.061249451799,-38.1012496437564,"2010"
144.061249451799,-38.0879163104767,"2015"
144.061249451799,-38.0862496438167,"2015"
144.061249451799,-38.0829163104968,"2020"
144.061249451799,-38.0812496438369,"2020"
144.061249451799,-38.0479163106377,"2000"
144.061249451799,-38.0445829773178,"2030"
144.061249451799,-38.036249644018,"2010"
144.061249451799,-38.0329163106981,"2010"
144.061249451799,-38.0279163107182,"2010"
144.061249451799,-38.0262496440582,"2015"
144.062916118459,-38.4679163089474,"1975"
144.062916118459,-38.4662496422874,"1985"
144.062916118459,-38.0895829771367,"2010"
144.062916118459,-38.0879163104767,"2020"
144.062916118459,-38.0862496438167,"2015"
144.062916118459,-38.034582977358,"2015"
144.062916118459,-38.0329163106981,"2015"
144.062916118459,-38.0279163107182,"2015"
144.062916118459,-37.3579163134146,"2030"
144.064582785119,-38.4679163089474,"2000"
144.064582785119,-38.0929163104566,"2010"
144.064582785119,-38.0912496437966,"2025"
144.064582785119,-38.0895829771367,"2015"
144.064582785119,-38.0862496438167,"2020"
144.064582785119,-38.0329163106981,"2010"
144.064582785119,-38.0312496440381,"2015"
144.064582785119,-38.0245829773983,"2005"
144.066249451779,-38.4679163089474,"1990"
144.066249451779,-38.4662496422874,"1975"
144.066249451779,-38.4645829756274,"1985"
144.066249451779,-38.0945829771165,"2020"
144.066249451779,-38.0912496437966,"2020"
144.066249451779,-38.0895829771367,"2015"
144.066249451779,-38.0862496438167,"2020"
144.066249451779,-38.0845829771568,"2020"
144.066249451779,-38.0829163104968,"2025"
144.066249451779,-38.0379163106779,"2015"
144.067916118439,-38.4662496422874,"1985"
144.067916118439,-38.4645829756274,"1990"
144.067916118439,-38.0995829770964,"2015"
144.067916118439,-38.0912496437966,"2015"
144.067916118439,-38.0895829771367,"2020"
144.067916118439,-38.0862496438167,"2020"
144.067916118439,-38.0845829771568,"2020"
144.067916118439,-38.0829163104968,"2020"
144.069582785099,-38.2129163099736,"2010"
144.069582785099,-38.1012496437564,"2025"
144.069582785099,-38.0862496438167,"2020"
144.069582785099,-38.0845829771568,"2020"
144.07124945176,-38.4679163089474,"2025"
144.07124945176,-38.319582976211,"2020"
144.07124945176,-38.0795829771769,"1990"
144.07124945176,-37.9845829775592,"2020"
144.07124945176,-37.9829163108993,"2010"
144.07124945176,-37.8395829781428,"1985"
144.07124945176,-37.8379163114829,"2005"
144.07124945176,-37.7779163117243,"2020"
144.07291611842,-38.0995829770964,"1990"
144.07291611842,-37.8462496447826,"2010"
144.07291611842,-37.8445829781227,"1980"
144.07291611842,-37.8379163114829,"2020"
144.07291611842,-37.54791631265,"2025"
144.07291611842,-37.4295829797929,"2020"
144.07291611842,-37.3579163134146,"2020"
144.07458278508,-38.4645829756274,"2000"
144.07458278508,-38.317916309551,"2025"
144.07458278508,-37.8462496447826,"1990"
144.07458278508,-37.8445829781227,"1985"
144.07458278508,-37.8429163114627,"1990"
144.07458278508,-37.8395829781428,"2025"
144.07458278508,-37.6745829788069,"2000"
144.07458278508,-37.3579163134146,"2020"
144.07624945174,-38.4662496422874,"2005"
144.07624945174,-38.4645829756274,"2000"
144.07624945174,-38.1129163103761,"2015"
144.07624945174,-37.8529163114225,"2020"
144.07624945174,-37.8512496447625,"1995"
144.07624945174,-37.8495829781026,"1990"
144.07624945174,-37.8479163114426,"2010"
144.07624945174,-37.8462496447826,"1975"
144.07624945174,-37.8445829781227,"1985"
144.07624945174,-37.8429163114627,"1995"
144.07624945174,-37.8412496448028,"2000"
144.07624945174,-37.8379163114829,"2025"
144.07624945174,-37.6745829788069,"2025"
144.0779161184,-38.4662496422874,"1995"
144.0779161184,-38.4645829756274,"2000"
144.0779161184,-38.2862496430118,"2025"
144.0779161184,-38.1529163102151,"2015"
144.0779161184,-37.8529163114225,"2020"
144.0779161184,-37.8495829781026,"1995"
144.0779161184,-37.8479163114426,"1995"
144.0779161184,-37.8462496447826,"1990"
144.0779161184,-37.8445829781227,"1990"
144.0779161184,-37.8429163114627,"1990"
144.0779161184,-37.8412496448028,"2020"
144.0779161184,-37.8379163114829,"2025"
144.0779161184,-37.5729163125494,"2030"
144.07958278506,-38.4679163089474,"2000"
144.07958278506,-38.4662496422874,"1975"
144.07958278506,-38.4645829756274,"1995"
144.07958278506,-37.8812496446418,"2020"
144.07958278506,-37.8495829781026,"2025"
144.07958278506,-37.8429163114627,"2000"
144.07958278506,-37.2045829806984,"2025"
144.07958278506,-37.182916314119,"2025"
144.08124945172,-38.4679163089474,"1985"
144.08124945172,-38.4662496422874,"1975"
144.08124945172,-38.4645829756274,"1980"
144.08124945172,-37.9762496442594,"2010"
144.08124945172,-37.9745829775995,"2025"
144.08124945172,-37.8812496446418,"2010"
144.08124945172,-37.5629163125896,"2010"
144.08291611838,-38.4679163089474,"1980"
144.08291611838,-38.4662496422874,"1975"
144.08291611838,-38.4645829756274,"1990"
144.08291611838,-38.3679163093498,"2015"
144.08291611838,-38.2712496430722,"2015"
144.08291611838,-37.9779163109194,"2020"
144.08291611838,-37.9762496442594,"2010"
144.08291611838,-37.8429163114627,"2030"
144.08291611838,-37.8412496448028,"2025"
144.08291611838,-37.2195829806381,"2020"
144.08458278504,-38.4679163089474,"2000"
144.08458278504,-38.4662496422874,"1975"
144.08458278504,-38.4645829756274,"2000"
144.08458278504,-38.4629163089675,"1995"
144.08458278504,-38.3679163093498,"1985"
144.08458278504,-38.0962496437765,"2025"
144.08458278504,-37.95458297768,"1990"
144.08458278504,-37.9362496444204,"2020"
144.08458278504,-37.5745829792093,"2020"
144.08458278504,-37.344582980135,"2020"
144.08458278504,-37.1612496475395,"2020"
144.0862494517,-38.4679163089474,"1975"
144.0862494517,-38.4662496422874,"1975"
144.0862494517,-38.4645829756274,"1975"
144.0862494517,-38.4629163089675,"1990"
144.0862494517,-38.4579163089876,"2025"
144.0862494517,-38.3679163093498,"2015"
144.0862494517,-37.95458297768,"1995"
144.0862494517,-37.8429163114627,"2025"
144.0862494517,-37.4595829796721,"2020"
144.0862494517,-37.4579163130122,"2020"
144.08791611836,-38.4679163089474,"1985"
144.08791611836,-38.4662496422874,"1975"
144.08791611836,-38.4645829756274,"1975"
144.08791611836,-38.4579163089876,"2020"
144.08791611836,-38.2879163096718,"1985"
144.08791611836,-37.9912496441991,"2025"
144.08791611836,-37.95458297768,"2000"
144.08791611836,-37.8229163115432,"2015"
144.08791611836,-37.7612496451247,"2020"
144.08791611836,-37.6029163124286,"2030"
144.08958278502,-38.4679163089474,"1990"
144.08958278502,-38.4662496422874,"1975"
144.08958278502,-38.4645829756274,"1975"
144.08958278502,-38.4579163089876,"2030"
144.08958278502,-37.9912496441991,"2010"
144.08958278502,-37.9845829775592,"2030"
144.08958278502,-37.8929163112615,"2025"
144.08958278502,-37.3595829800746,"2020"
144.08958278502,-37.182916314119,"2030"
144.09124945168,-38.4679163089474,"2025"
144.09124945168,-38.4645829756274,"1975"
144.09124945168,-38.4629163089675,"1990"
144.09124945168,-37.9912496441991,"2015"
144.09124945168,-37.9845829775592,"2010"
144.09124945168,-37.914582977841,"2030"
144.09124945168,-37.9012496445613,"1975"
144.09124945168,-37.8929163112615,"2025"
144.09124945168,-37.5812496458492,"2015"
144.09124945168,-37.3595829800746,"2020"
144.09291611834,-38.4645829756274,"1975"
144.09291611834,-38.4629163089675,"1980"
144.09291611834,-37.9845829775592,"2010"
144.09291611834,-37.9029163112212,"1975"
144.09291611834,-37.9012496445613,"1975"
144.09291611834,-37.8945829779215,"2015"
144.09291611834,-37.3595829800746,"2020"
144.09291611834,-37.1595829808795,"2025"
144.094582785,-38.4645829756274,"2025"
144.094582785,-38.4629163089675,"1990"
144.094582785,-38.0929163104566,"2020"
144.094582785,-37.9862496442192,"2030"
144.094582785,-37.9512496443601,"2025"
144.094582785,-37.9029163112212,"1980"
144.094582785,-37.9012496445613,"1990"
144.094582785,-37.6912496454065,"2015"
144.094582785,-37.6879163120865,"2020"
144.094582785,-37.6179163123683,"2025"
144.096249451661,-37.667916312167,"2020"
144.096249451661,-37.6379163122878,"2000"
144.096249451661,-37.6345829789678,"2020"
144.097916118321,-38.4645829756274,"2015"
144.097916118321,-38.1945829767141,"2030"
144.097916118321,-37.6362496456278,"2020"
144.097916118321,-37.586249645829,"2030"
144.099582784981,-38.4662496422874,"1975"
144.099582784981,-38.4645829756274,"1975"
144.099582784981,-38.4629163089675,"1985"
144.099582784981,-38.1945829767141,"2015"
144.099582784981,-37.6362496456278,"2020"
144.099582784981,-37.6245829790081,"2020"
144.099582784981,-37.5845829791691,"2020"
144.099582784981,-37.5829163125091,"2020"
144.099582784981,-37.5812496458492,"2020"
144.099582784981,-37.5795829791892,"1990"
144.101249451641,-38.4662496422874,"1975"
144.101249451641,-38.4645829756274,"1985"
144.101249451641,-38.4629163089675,"1990"
144.101249451641,-38.4612496423075,"2010"
144.101249451641,-37.9195829778208,"2020"
144.101249451641,-37.6345829789678,"2020"
144.101249451641,-37.6262496456681,"2020"
144.101249451641,-37.6245829790081,"2020"
144.101249451641,-37.6229163123481,"2020"
144.101249451641,-37.5845829791691,"2020"
144.101249451641,-37.5829163125091,"2020"
144.101249451641,-37.5812496458492,"2005"
144.101249451641,-37.5795829791892,"1995"
144.101249451641,-37.3545829800947,"2025"
144.102916118301,-38.4662496422874,"2005"
144.102916118301,-38.4645829756274,"2010"
144.102916118301,-38.4629163089675,"1975"
144.102916118301,-38.4612496423075,"1975"
144.102916118301,-38.4595829756476,"1990"
144.102916118301,-38.4579163089876,"2005"
144.102916118301,-38.4562496423276,"1975"
144.102916118301,-38.4545829756677,"1990"
144.102916118301,-38.442916309048,"2030"
144.102916118301,-37.9212496444808,"2020"
144.102916118301,-37.9195829778208,"2015"
144.102916118301,-37.6262496456681,"2020"
144.102916118301,-37.6245829790081,"2020"
144.102916118301,-37.6229163123481,"2020"
144.102916118301,-37.6095829790685,"2025"
144.102916118301,-37.5979163124488,"2020"
144.102916118301,-37.586249645829,"2015"
144.102916118301,-37.5845829791691,"2005"
144.102916118301,-37.5829163125091,"2020"
144.102916118301,-37.5812496458492,"1990"
144.102916118301,-37.5795829791892,"2020"
144.102916118301,-37.3545829800947,"2020"
144.104582784961,-38.4679163089474,"1995"
144.104582784961,-38.4662496422874,"1980"
144.104582784961,-38.4645829756274,"1975"
144.104582784961,-38.4629163089675,"1975"
144.104582784961,-38.4612496423075,"1975"
144.104582784961,-38.4595829756476,"1975"
144.104582784961,-38.4579163089876,"1980"
144.104582784961,-38.4562496423276,"1975"
144.104582784961,-38.4545829756677,"1985"
144.104582784961,-37.627916312328,"2005"
144.104582784961,-37.6262496456681,"2020"
144.104582784961,-37.6245829790081,"2020"
144.104582784961,-37.6229163123481,"2020"
144.104582784961,-37.6095829790685,"2025"
144.104582784961,-37.586249645829,"2020"
144.104582784961,-37.5845829791691,"2005"
144.104582784961,-37.5829163125091,"2020"
144.104582784961,-37.5812496458492,"1985"
144.104582784961,-37.5795829791892,"2020"
144.106249451621,-38.4679163089474,"2000"
144.106249451621,-38.4662496422874,"1985"
144.106249451621,-38.4645829756274,"1985"
144.106249451621,-38.4629163089675,"1975"
144.106249451621,-38.4612496423075,"1975"
144.106249451621,-38.4595829756476,"1975"
144.106249451621,-38.4579163089876,"1975"
144.106249451621,-38.4562496423276,"1975"
144.106249451621,-38.4462496423679,"2020"
144.106249451621,-37.586249645829,"2020"
144.106249451621,-37.5845829791691,"2015"
144.106249451621,-37.5829163125091,"2015"
144.106249451621,-37.5812496458492,"2015"
144.106249451621,-37.3262496468754,"2030"
144.107916118281,-38.4629163089675,"1990"
144.107916118281,-38.4612496423075,"1985"
144.107916118281,-38.4595829756476,"1975"
144.107916118281,-38.4579163089876,"1975"
144.107916118281,-38.4562496423276,"1975"
144.107916118281,-38.2579163097925,"2015"
144.107916118281,-38.1079163103962,"2015"
144.107916118281,-37.996249644179,"2015"
144.107916118281,-37.586249645829,"2020"
144.107916118281,-37.5829163125091,"2010"
144.107916118281,-37.5812496458492,"2005"
144.107916118281,-37.2712496470968,"2010"
144.109582784941,-38.4612496423075,"2010"
144.109582784941,-38.4595829756476,"1975"
144.109582784941,-38.4579163089876,"1975"
144.109582784941,-38.4562496423276,"1975"
