"suburb","pop_density","year"
"Mount Moriac",7.96,2020
"Mount Prospect",4.84,2020
"Mount Toolebewong",2.76,2020
"Mount Wallace",1.76,2020
"Mount Waverley",2371.33,2020
"Mountain View",5.67,2020
"Moyarra",6.39,2020
"Mulgrave",1839.44,2020
"Murgheboluc",4.16,2020
"Murrindindi",0.52,2020
"Murrumbeena",4020.6,2020
"Musk",11.68,2020
"Musk Vale",15.26,2020
"Myrniong",7.03,2020
"Nangana",15.72,2020
"Nar Nar Goon",25.71,2020
"Nar Nar Goon North",23.87,2020
"Narbethong",1.02,2020
"Narre Warren",2231.19,2020
"Narre Warren East",40.26,2020
"Narre Warren North",409.04,2020
"Narre Warren South",3849.14,2020
"Nayook",7.36,2020
"Neerim",15.15,2020
"Neerim East",2.16,2020
"Neerim Junction",10.97,2020
"Neerim North",3.66,2020
"Neerim South",21.94,2020
"Nerrena",6.21,2020
"New Gisborne",111.29,2020
"Newbury",9.82,2020
"Newcomb",1416.62,2020
"Newham",11.92,2020
"Newhaven",78.83,2020
"Newlyn",7.38,2020
"Newlyn North",9.32,2020
"Newport",2540.65,2020
"Newtown",1912.53,2020
"Niddrie",2810.89,2020
"Nilma",82.03,2020
"Nilma North",10.75,2020
"Noble Park",3718.27,2020
"Noble Park North",2063.63,2020
"Noojee",1.32,2020
"Norlane",1825.78,2020
"North Blackwood",3.66,2020
"North Geelong",584.2,2020
"North Melbourne",7679.58,2020
"North Shore",188.53,2020
"North Warrandyte",338.69,2020
"North Wonthaggi",273.66,2020
"Northcote",4357.54,2020
"Notting Hill",1768.03,2020
"Nulla Vale",1.17,2020
"Nunawading",2334.26,2020
"Nutfield",22.39,2020
"Nyora",20.59,2020
"Oak Park",3313.45,2020
"Oaklands Junction",8.06,2020
"Oakleigh",2435.25,2020
"Oakleigh East",3283.04,2020
"Oakleigh South",1503.54,2020
"Ocean Grove",820.31,2020
"Officer",112.88,2020
"Officer South",7.33,2020
"Olinda",99.54,2020
"Ormond",4440.79,2020
"Outtrim",4.76,2020
"Pakenham",721.98,2020
"Pakenham South",14.84,2020
"Pakenham Upper",46.26,2020
"Panton Hill",56.43,2020
"Paraparap",5.91,2020
"Park Orchards",422.5,2020
"Parkdale",3747.19,2020
"Parkville",2464.87,2020
"Parwan",2.97,2020
"Pascoe Vale",3443.28,2020
"Pascoe Vale South",3787,2020
"Pastoria",1.46,2020
"Pastoria East",1.34,2020
"Patterson Lakes",2053.45,2020
"Pearcedale",160.9,2020
"Pentland Hills",9.07,2020
"Pheasant Creek",15.58,2020
"Piedmont",16.17,2020
"Pioneer Bay",1768.07,2020
"Pipers Creek",6.58,2020
"Plenty",218.85,2020
"Plumpton",7.57,2020
"Point Cook",2898.82,2020
"Point Leo",50.47,2020
"Point Lonsdale",212.05,2020
"Point Wilson",0.12,2020
"Poowong",13.91,2020
"Poowong East",4.12,2020
"Poowong North",6.63,2020
"Porcupine Ridge",4.37,2020
"Port Melbourne",1845.36,2020
"Portarlington",163.53,2020
"Portsea",44.31,2020
"Pound Creek",3.34,2020
"Powelltown",4.67,2020
"Prahran",6850.29,2020
"Preston",3082.27,2020
"Princes Hill",5490.29,2020
"Pyalong",6.01,2020
"Quandong",0.05,2020
"Queenscliff",386.21,2020
"Queensferry",5.24,2020
"Ranceby",3.91,2020
"Ravenhall",154.26,2020
"Red Hill",44.71,2020
"Red Hill South",42.47,2020
"Reedy Creek",4.92,2020
"Reefton",0.53,2020
"Research",314.4,2020
"Reservoir",2802,2020
"Rhyll",43.53,2020
"Richmond",6113.25,2020
"Riddells Creek",59.22,2020
"Ringwood",1800.62,2020
"Ringwood East",2189.47,2020
"Ringwood North",1999.75,2020
"Ripplebrook",9.51,2020
"Rippleside",2078.94,2020
"Ripponlea",6209.72,2020
"Rochford",6.86,2020
"Rockbank",151.8,2020
"Rocklyn",5.43,2020
"Rokeby",30.98,2020
"Romsey",65.48,2020
"Rosanna",2586.15,2020
"Rosebud",835.67,2020
"Rowsley",4.31,2020
"Rowville",1750.4,2020
"Roxburgh Park",4239.94,2020
"Rubicon",0.31,2020
"Ruby",9.7,2020
"Russells Bridge",7.42,2020
"Ryanston",5.3,2020
"Rye",511.17,2020
"Rythdale",12.14,2020
"Safety Beach",651.15,2020
"Sailors Falls",6.17,2020
"Sailors Hill",31.32,2020
"San Remo",82.74,2020
"Sandhurst",1523.37,2020
"Sandon",1.8,2020
"Sandringham",2829.33,2020
"Sassafras",240.57,2020
"Scoresby",729.59,2020
"Seabrook",3409.71,2020
"Seaford",1418.08,2020
"Seaholme",2068.54,2020
"Seaview",4.23,2020
"Seddon",5990.43,2020
"Selby",268.05,2020
"Seville",120.22,2020
"Seville East",94.59,2020
"She Oaks",6.84,2020
"Shelford",1.61,2020
"Shepherds Flat",3.14,2020
"Sherbrooke",51.42,2020
"Shoreham",33.35,2020
"Sidonia",0.89,2020
"Silvan",44.27,2020
"Silverleaves",163.94,2020
"Skye",702.93,2020
"Smeaton",2.31,2020
"Smiths Beach",235.01,2020
"Smiths Gully",28.63,2020
"Somers",127.71,2020
"Somerton",12.96,2020
"Somerville",322.9,2020
"Sorrento",228.13,2020
"South Dudley",298.31,2020
"South Geelong",569.17,2020
"South Kingsville",2944.13,2020
"South Melbourne",5320.87,2020
"South Morang",2126.81,2020
"South Wharf",443.54,2020
"South Yarra",6568.5,2020
"Southbank",15427.61,2020
"Spargo Creek",1.79,2020
"Spotswood",823.13,2020
"Spring Hill",4.79,2020
"Springbank",4.6,2020
"Springfield",3.95,2020
"Springvale",2031.57,2020
"Springvale South",3014.35,2020
"St Albans",3069.1,2020
"St Albans Park",1401.17,2020
"St Andrews",30.53,2020
"St Andrews Beach",316.49,2020
"St Clair",4.62,2020
"St Helena",1963.59,2020
"St Kilda",6922.73,2020
"St Kilda East",6568.84,2020
"St Kilda West",6054.28,2020
"St Leonards",90.18,2020
"Staughton Vale",2.14,2020
"Steels Creek",7.17,2020
"Steiglitz",1.77,2020
"Stonehaven",4.02,2020
"Strangways",5.35,2020
"Strath Creek",1.62,2020
"Strathewen",7.55,2020
"Strathlea",1.17,2020
"Strathmore",2435.47,2020
"Strathmore Heights",1403.02,2020
"Strathtulloh",20.07,2020
"Strzelecki",3.49,2020
"Sugarloaf Creek",4.4,2020
"Summerlands",3.15,2020
"Sunbury",322.76,2020
"Sunday Creek",28.45,2020
"Sunderland Bay",226.51,2020
"Sunset Strip",791.22,2020
"Sunshine",2214.01,2020
"Sunshine North",1550.57,2020
"Sunshine West",2005.39,2020
"Surf Beach",189.4,2020
"Surrey Hills",3289.03,2020
"Sutherlands Creek",4.81,2020
"Swan Bay",1.27,2020
"Swan Island",11.19,2020
"Sydenham",3676.57,2020
"Taggerty",2.88,2020
"Tallarook",4.35,2020
"Tantaraboo",6.8,2020
"Taradale",10.43,2020
"Tarilta",3.91,2020
"Tarneit",1951.39,2020
"Tarrawarra",5.7,2020
"Tarwin",2.03,2020
"Tarwin Lower",1.89,2020
"Taylor Bay",8.22,2020
"Taylors Hill",10731.5,2020
"Taylors Lakes",2453.67,2020
"Tecoma",1252.09,2020
"Teesdale",33.49,2020
"Templestowe",1091.94,2020
"Templestowe Lower",2370.73,2020
"Tenby Point",63.54,2020
"Tetoora Road",7.62,2020
"The Basin",895.71,2020
"The Gurdies",10.41,2020
"The Patch",278.63,2020
"Thomastown",1709.65,2020
"Thomson",1956.09,2020
"Thornbury",3900.35,2020
"Thornhill Park",26.44,2020
"Thornton",4.42,2020
"Three Bridges",5.32,2020
"Tonimbuk",7.73,2020
"Toolangi",2.37,2020
"Toolern Vale",11.65,2020
"Tooradin",72.48,2020
"Toorak",3345.83,2020
"Tootgarook",833.4,2020
"Torquay",383.94,2020
"Torwood",7.6,2020
"Tottenham",29.49,2020
"Travancore",4721.15,2020
"Trawool",2.23,2020
"Tremont",27.45,2020
"Trentham",20.76,2020
"Trentham East",4.62,2020
"Trida",2.45,2020
"Truganina",494.65,2020
"Tuerong",9.44,2020
"Tullamarine",1048.98,2020
"Tyaak",8,2020
"Tyabb",155.45,2020
"Tylden",11.09,2020
"Tylden South",4.06,2020
"Tynong",36.31,2020
"Tynong North",12.7,2020
"Upper Ferntree Gully",992.18,2020
"Upper Plenty",14.64,2020
"Upwey",1139.11,2020
"Vaughan",6.35,2020
"Ventnor",21.46,2020
"Venus Bay",36.86,2020
"Vermont",2340.96,2020
"Vermont South",1974.62,2020
"Vervale",10.86,2020
"Viewbank",1621.4,2020
"Wallace",14.69,2020
"Wallan",172.28,2020
"Wallington",40.58,2020
"Wandana Heights",935.98,2020
"Wandin East",50.64,2020
"Wandin North",193.26,2020
"Wandong",55.24,2020
"Wantirna",1750.29,2020
"Wantirna South",1339.07,2020
"Warburton",17.01,2020
"Warneet",196.06,2020
"Warragul",307.57,2020
"Warragul South",10.36,2020
"Warragul West",19.94,2020
"Warrandyte",341.99,2020
"Warrandyte South",162.76,2020
"Warranwood",1757.62,2020
"Waterford Park",1451.25,2020
"Waterways",1635.46,2020
"Watsonia",2278.17,2020
"Watsonia North",2723.92,2020
"Watsons Creek",35.74,2020
"Wattle Bank",9.76,2020
"Wattle Glen",225.07,2020
"Waurn Ponds",206.21,2020
"Weir Views",33.81,2020
"Wensleydale",0.96,2020
"Werona",1.31,2020
"Werribee",1364.06,2020
"Werribee South",58.88,2020
"Wesburn",27.9,2020
"West Creek",3.92,2020
"West Footscray",3293.12,2020
"West Melbourne",1021.62,2020
"Westmeadows",1378.89,2020
"Whanregarwen",1.66,2020
"Wheatsheaf",9.85,2020
"Wheelers Hill",1977.85,2020
"Whitelaw",7.76,2020
"Whittington",2963.22,2020
"Whittlesea",62.46,2020
"Wild Dog Valley",3.93,2020
"Wildwood",9.35,2020
"Williams Landing",2130.95,2020
"Williamstown",2512.96,2020
"Williamstown North",932.99,2020
"Willowmavin",4.86,2020
"Wimbledon Heights",1146.95,2020
"Winchelsea",10.22,2020
"Winchelsea South",4.4,2020
"Windsor",7451.86,2020
"Wollert",13.31,2020
"Wonga Park",181.36,2020
"Wonthaggi",101.01,2020
"Woodend",84.28,2020
"Woodend North",11.59,2020
"Woodleigh",4.6,2020
"Woodstock",9.15,2020
"Woolamai",5.99,2020
"Wooreen",4.96,2020
"Woori Yallock",118.3,2020
"Wurdiboluc",6.42,2020
"Wyndham Vale",851.95,2020
"Yallambie",1478.69,2020
"Yan Yean",12.45,2020
"Yandoit",4.68,2020
"Yandoit Hills",2.46,2020
"Yannathan",8.52,2020
"Yarra Glen",81.11,2020
"Yarra Junction",144.17,2020
"Yarrambat",110.28,2020
"Yarraville",2999.28,2020
"Yea",8.77,2020
"Yellingbo",13.02,2020
"Yendon",12.87,2020
"Yering",7.32,2020
"Yuroke",2.19,2020
"Abbotsford",3331.76,2025
"Aberfeldie",2668.19,2025
"Acheron",2.14,2025
"Ada",0,2025
"Adams Estate",95.46,2025
"Aintree",124.56,2025
"Aireys Inlet",45.29,2025
"Airport West",1792.54,2025
"Albanvale",3089.28,2025
"Albert Park",2945.84,2025
"Albion",2033.44,2025
"Alexandra",34.69,2025
"Allambee",2.28,2025
"Almurta",3.42,2025
"Alphington",1999.76,2025
"Altona",640.13,2025
"Altona Meadows",1891.1,2025
"Altona North",869.16,2025
"Anakie",4.82,2025
"Anderson",5.15,2025
"Anglesea",32.41,2025
"Arawata",6.03,2025
"Archies Creek",20.05,2025
"Ardeer",1655.13,2025
"Armadale",4639.49,2025
"Armstrong Creek",20.19,2025
"Arthurs Creek",12.41,2025
"Arthurs Seat",50.36,2025
"Ascot Vale",4033.98,2025
"Ashbourne",5.51,2025
"Ashburton",2799.94,2025
"Ashwood",2637.52,2025
"Aspendale",2511.04,2025
"Aspendale Gardens",2746.55,2025
"Athlone",5.83,2025
"Attwood",868.48,2025
"Avalon",6.42,2025
"Avondale Heights",2015.24,2025
"Avonsleigh",188.64,2025
"Bacchus Marsh",999.92,2025
"Badger Creek",157.47,2025
"Balaclava",8246.26,2025
"Ballan",20.08,2025
"Balliang",1.91,2025
"Balliang East",3.21,2025
"Balnarring",93.26,2025
"Balnarring Beach",276.25,2025
"Balwyn",3180.79,2025
"Balwyn North",2391.7,2025
"Bambra",3.55,2025
"Bamganie",2.22,2025
"Bangholme",37.23,2025
"Bannockburn",78.5,2025
"Barkstead",1.52,2025
"Barrabool",9.86,2025
"Barrys Reef",2.73,2025
"Barwon Heads",682.44,2025
"Basalt",1.84,2025
"Bass",7.67,2025
"Batesford",61.84,2025
"Baxter",253.55,2025
"Bayles",33.86,2025
"Baynton",1.03,2025
"Bayswater",1529.66,2025
"Bayswater North",1403.07,2025
"Beaconsfield",1169.62,2025
"Beaconsfield Upper",163.07,2025
"Beaumaris",2663.07,2025
"Beenak",2.64,2025
"Belgrave",977.24,2025
"Belgrave Heights",613.1,2025
"Belgrave South",131.97,2025
"Bell Park",2133.59,2025
"Bell Post Hill",1118.01,2025
"Bellarine",12.67,2025
"Bellbrae",22.65,2025
"Bellfield",1936.13,2025
"Bells Beach",19.25,2025
"Belmont",1780.14,2025
"Bena",7.12,2025
"Bend of Islands",40.06,2025
"Benloch",4.66,2025
"Bentleigh",3783.07,2025
"Bentleigh East",3260.64,2025
"Beremboke",3.94,2025
"Berwick",1980.53,2025
"Beveridge",13.87,2025
"Big Hill",1.34,2025
"Big Pats Creek",10.03,2025
"Bittern",251.27,2025
"Black Rock",2017.94,2025
"Blackburn",2414.31,2025
"Blackburn North",2944.31,2025
"Blackburn South",3183.73,2025
"Blackwood",5.69,2025
"Blairgowrie",395.85,2025
"Blakeville",0.34,2025
"Blampied",4.1,2025
"Blind Bight",374.46,2025
"Bolinda",8.56,2025
"Bolwarrah",1.9,2025
"Bona Vista",9.76,2025
"Bonbeach",2427.33,2025
"Boneo",10.68,2025
"Bonnie Brook",18.26,2025
"Boonah",0.41,2025
"Boronia",1964.6,2025
"Botanic Ridge",535.28,2025
"Box Hill",3168.99,2025
"Box Hill North",3109.91,2025
"Box Hill South",2554.76,2025
"Braeside",7.6,2025
"Brandy Creek",11.93,2025
"Bravington",16.44,2025
"Braybrook",2605.16,2025
"Breakwater",334.62,2025
"Breamlea",33.03,2025
"Briar Hill",2520.57,2025
"Brighton",2821.14,2025
"Brighton East",3134.56,2025
"Broadford",44.38,2025
"Broadmeadows",1709.89,2025
"Brookfield",1265.91,2025
"Brooklyn",334.23,2025
"Brunswick",5363.7,2025
"Brunswick East",4860.72,2025
"Brunswick West",4989.97,2025
"Buckley",4.61,2025
"Buffalo",2.67,2025
"Bulla",26.29,2025
"Bullarook",4.95,2025
"Bullarto",4.98,2025
"Bullarto South",1.97,2025
"Bulleen",1724.44,2025
"Bullengarook",10.75,2025
"Buln Buln",34.65,2025
"Buln Buln East",9.21,2025
"Bunding",4.26,2025
"Bundoora",2047.24,2025
"Bungal",1.23,2025
"Bungaree",9.97,2025
"Bunyip",149.35,2025
"Bunyip North",10.82,2025
"Burnley",869.32,2025
"Burnside",5497.87,2025
"Burnside Heights",8247.5,2025
"Burwood",2536.56,2025
"Burwood East",2682.77,2025
"Buxton",8.58,2025
"Bylands",5.61,2025
"Cadello",5.93,2025
"Cairnlea",6212.29,2025
"Calder Park",21.25,2025
"Caldermeade",7.42,2025
"Cambarville",0.01,2025
"Camberwell",2972.93,2025
"Campbellfield",577.77,2025
"Campbelltown",0.96,2025
"Cannons Creek",129.32,2025
"Canterbury",2702.81,2025
"Cape Paterson",55.78,2025
"Cape Schanck",15.24,2025
"Cape Woolamai",290.04,2025
"Capel Sound",1121.45,2025
"Cardinia",22.29,2025
"Carlsruhe",7.88,2025
"Carlton",16037.82,2025
"Carlton North",4599.86,2025
"Carnegie",4978.47,2025
"Caroline Springs",8800.97,2025
"Carrum",2821.47,2025
"Carrum Downs",1192.34,2025
"Castella",11.31,2025
"Catani",12.99,2025
"Cathkin",1.04,2025
"Caulfield",3963.27,2025
"Caulfield East",1230,2025
"Caulfield North",4089.04,2025
"Caulfield South",4006.88,2025
"Ceres",24.4,2025
"Chadstone",2920.8,2025
"Charlemont",48.3,2025
"Chelsea",3320.33,2025
"Chelsea Heights",2024.44,2025
"Cheltenham",2243.34,2025
"Cherokee",4.17,2025
"Chintin",3.67,2025
"Chirnside Park",440.91,2025
"Christmas Hills",7.32,2025
"Chum Creek",45.1,2025
"Churchill Island",4.58,2025
"Clarendon",6.52,2025
"Claretown",6.18,2025
"Clarinda",2178.29,2025
"Clarkefield",4.29,2025
"Clarkes Hill",5.87,2025
"Clayton",2307.67,2025
"Clayton South",1577.98,2025
"Clematis",332.64,2025
"Clifton Hill",4396.59,2025
"Clifton Springs",1529.31,2025
"Clonbinane",1.94,2025
"Cloverlea",10.98,2025
"Clyde",41.63,2025
"Clyde North",137.42,2025
"Clydesdale",4.76,2025
"Cobaw",6.68,2025
"Cobblebank",45.74,2025
"Coburg",4340.41,2025
"Coburg North",1605.13,2025
"Cockatoo",246.57,2025
"Cocoroc",0.02,2025
"Coimadai",11.71,2025
"Colbrook",1.94,2025
"Coldstream",42.64,2025
"Collingwood",6507.85,2025
"Connewarre",10.44,2025
"Coolaroo",1533.74,2025
"Coomoora",22.93,2025
"Cora Lynn",16.78,2025
"Corinella",56.09,2025
"Corio",941.22,2025
"Coronet Bay",169.89,2025
"Cottles Bridge",35.31,2025
"Cowes",253.32,2025
"Craigieburn",1563.44,2025
"Cranbourne",2157.43,2025
"Cranbourne East",1705.54,2025
"Cranbourne North",2774.83,2025
"Cranbourne South",165.8,2025
"Cranbourne West",1658.59,2025
"Cremorne",3222.46,2025
"Crib Point",509.52,2025
"Crossover",15.94,2025
"Croydon",1868.53,2025
"Croydon Hills",2420.15,2025
"Croydon North",2105.07,2025
"Croydon South",1984.59,2025
"Curlewis",16.58,2025
"Dales Creek",248.25,2025
"Dallas",3460.94,2025
"Dalmore",18.59,2025
"Dalyston",24.96,2025
"Dandenong",2606.22,2025
"Dandenong North",2514.82,2025
"Dandenong South",27.07,2025
"Darley",562.7,2025
"Darnum",22.01,2025
"Darraweit Guim",7.33,2025
"Daylesford",73.52,2025
"Dean",4.96,2025
"Deanside",66.91,2025
"Deepdene",2517.76,2025
"Deer Park",2583.48,2025
"Delahey",2829.98,2025
"Denver",9.68,2025
"Derrimut",646.27,2025
"Devils River",0.46,2025
"Devon Meadows",124.77,2025
"Dewhurst",33.69,2025
"Diamond Creek",689.66,2025
"Diggers Rest",43.35,2025
"Dingley Village",1418.32,2025
"Dixons Creek",7.95,2025
"Docklands",12760.46,2025
"Don Valley",40.82,2025
"Doncaster",2217.75,2025
"Doncaster East",2576.57,2025
"Donnybrook",7.33,2025
"Donvale",1068.11,2025
"Doreen",831.82,2025
"Doveton",2554.3,2025
"Dromana",196.59,2025
"Drouin",244.43,2025
"Drouin East",31.71,2025
"Drouin South",11.5,2025
"Drouin West",19.74,2025
"Drumcondra",2810.88,2025
"Drummond",7.32,2025
"Drummond North",4.88,2025
"Dry Diggings",2.62,2025
"Drysdale",126.35,2025
"Dunnstown",11.7,2025
"Durdidwarrah",1.22,2025
"Eaglemont",1898.58,2025
"East Geelong",1364.43,2025
"East Melbourne",5125.75,2025
"East Warburton",4.89,2025
"Eastern View",1.67,2025
"Eden Park",68.29,2025
"Edgecombe",9.64,2025
"Edithvale",3099.36,2025
"Eganstown",6.62,2025
"Eildon",1.88,2025
"Elaine",2.14,2025
"Elevated Plains",13.14,2025
"Elizabeth Island",0,2025
"Ellinbank",13.81,2025
"Elsternwick",4326.27,2025
"Eltham",1127.61,2025
"Eltham North",1751.74,2025
"Elwood",7189.29,2025
"Emerald",183.33,2025
"Endeavour Hills",1958.18,2025
"Epping",1243.48,2025
"Essendon",3488.34,2025
"Essendon Fields",39.74,2025
"Essendon North",3155.23,2025
"Essendon West",1391.45,2025
"Eumemmerring",2327.28,2025
"Exford",25.03,2025
"Eynesbury",22.1,2025
"Fairbank",4.14,2025
"Fairfield",1875.77,2025
"Fairhaven",75.56,2025
"Fawcett",0.81,2025
"Fawkner",2788.13,2025
"Fern Hill",4.25,2025
"Ferndale",3.61,2025
"Fernshaw",0,2025
"Ferntree Gully",1947.96,2025
"Ferny Creek",351.67,2025
"Fieldstone",4.56,2025
"Fingal",22.22,2025
"Fiskville",2.51,2025
"Fitzroy",8347.81,2025
"Fitzroy North",5359.33,2025
"Flemington",3240.13,2025
"Flinders",17.22,2025
"Flowerdale",4.83,2025
"Footscray",3427.95,2025
"Forbes",3.66,2025
"Forest Hill",2625.54,2025
"Franklinford",2.34,2025
"Frankston",2009.55,2025
"Frankston North",1229.2,2025
"Frankston South",1376.96,2025
"Fraser Rise",80.98,2025
"French Island",0.82,2025
"Freshwater Creek",12.17,2025
"Fryerstown",7.19,2025
"Fyansford",16.52,2025
"Gainsborough",12.63,2025
"Gardenvale",4071.48,2025
"Garfield",100.35,2025
"Garfield North",17.53,2025
"Geelong",1642.82,2025
"Geelong West",3408.7,2025
"Gembrook",16.56,2025
"Gentle Annie",0,2025
"Gherang",16.54,2025
"Gheringhap",7.05,2025
"Ghin Ghin",0.69,2025
"Gilderoy",8.8,2025
"Gisborne",94.78,2025
"Gisborne South",55.98,2025
"Gladstone Park",2857.87,2025
"Gladysdale",18.49,2025
"Glen Alvie",7.7,2025
"Glen Forbes",7.95,2025
"Glen Huntly",6237.19,2025
"Glen Iris",3226.91,2025
"Glen Waverley",2586.48,2025
"Glenaroua",1.24,2025
"Glenburn",2.38,2025
"Glenluce",1.23,2025
"Glenlyon",4.64,2025
"Glenmore",1.46,2025
"Glenroy",2587.1,2025
"Gnarwarre",4.5,2025
"Goldie",5.82,2025
"Gordon",23.46,2025
"Gowanbrae",2517.19,2025
"Grangefields",21.74,2025
"Grantville",52.95,2025
"Greendale",11.47,2025
"Greenhill",5.77,2025
"Greensborough",2107.77,2025
"Greenvale",569.73,2025
"Grovedale",2652.81,2025
"Gruyere",16.14,2025
"Guildford",7.97,2025
"Guys Hill",194.07,2025
"Hadfield",2203.53,2025
"Hallam",1627.62,2025
"Hallora",7.52,2025
"Hallston",3.75,2025
"Hamlyn Heights",1844.77,2025
"Hampton",3188.84,2025
"Hampton East",3583.16,2025
"Hampton Park",3280.33,2025
"Harkaway",72.02,2025
"Harkness",731.49,2025
"Harmers Haven",16.87,2025
"Hastings",386.56,2025
"Hawthorn",3988.33,2025
"Hawthorn East",3997.33,2025
"Healesville",53.14,2025
"Heath Hill",9.95,2025
"Heathcote Junction",113.57,2025
"Heatherton",513.57,2025
"Heathmont",2195.83,2025
"Heidelberg",2018.44,2025
"Heidelberg Heights",2828.68,2025
"Heidelberg West",1821.54,2025
"Hepburn",138.91,2025
"Hepburn Springs",101.13,2025
"Herne Hill",2680.53,2025
"Hesket",7.98,2025
"High Camp",2.37,2025
"Highett",3012.29,2025
"Highlands",0.96,2025
"Highton",1846.95,2025
"Hillside",4639.99,2025
"Hmas Cerberus",84.79,2025
"Hoddles Creek",13.51,2025
"Homewood",1.44,2025
"Hopetoun Park",158.84,2025
"Hoppers Crossing",3969.82,2025
"Howes Creek",1.97,2025
"Hughesdale",4163.66,2025
"Humevale",11.92,2025
"Huntingdale",2523.47,2025
"Hurstbridge",240.63,2025
"Indented Head",284.65,2025
"Ingliston",1.23,2025
"Inverleigh",8.72,2025
"Inverloch",56.9,2025
"Iona",14.56,2025
"Irishtown",2.59,2025
"Ivanhoe",2227.23,2025
"Ivanhoe East",1828.06,2025
"Jacana",2047.94,2025
"Jam Jerrup",7.47,2025
"Jan Juc",772.7,2025
"Jeetho",8.57,2025
"Jindivick",8.77,2025
"Jumbunna",7.41,2025
"Junction Village",1417.58,2025
"Kalkallo",9.71,2025
"Kallista",136.39,2025
"Kalorama",165.6,2025
"Kangaroo Ground",33.54,2025
"Kardella",14.1,2025
"Kardella South",14.91,2025
"Kealba",1495.3,2025
"Keilor",560.7,2025
"Keilor Downs",2418.55,2025
"Keilor East",1375.36,2025
"Keilor Lodge",2444.9,2025
"Keilor North",15.27,2025
"Keilor Park",797.23,2025
"Kensington",8359.73,2025
"Kernot",4.09,2025
"Kerrie",5.52,2025
"Kerrisdale",1.3,2025
"Kew",2408.33,2025
"Kew East",1739.11,2025
"Keysborough",1073.39,2025
"Kilcunda",22.3,2025
"Killingworth",3.57,2025
"Kilmore",135.53,2025
"Kilmore East",7.7,2025
"Kilsyth",1122.27,2025
"Kilsyth South",1022.97,2025
"Kinglake",13.85,2025
"Kinglake Central",7.36,2025
"Kinglake West",18.81,2025
"Kings Park",3661.72,2025
"Kingsbury",3646.07,2025
"Kingsville",6386.49,2025
"Knoxfield",1307.68,2025
"Kongwak",6.22,2025
"Koo Wee Rup",86.13,2025
"Koo Wee Rup North",14.44,2025
"Koonwarra",11.77,2025
"Kooroocheang",1.26,2025
"Koorooman",6.58,2025
"Kooyong",1894.37,2025
"Koriella",1.38,2025
"Korobeit",5.15,2025
"Korumburra",80.71,2025
"Korumburra South",6.66,2025
"Korweinguboora",6.57,2025
"Krowera",5.01,2025
"Kurunjang",1893.23,2025
"Kyneton",73.51,2025
"Kyneton South",4.47,2025
"Labertouche",8.38,2025
"Lake Eildon",0.14,2025
"Lal Lal",7.39,2025
"Lalor",2856.67,2025
"Lance Creek",6.32,2025
"Lancefield",21.52,2025
"Lang Lang",25.78,2025
"Lang Lang East",11.18,2025
"Langdons Hill",2.73,2025
"Langley",3.07,2025
"Langwarrin",911.7,2025
"Langwarrin South",158.67,2025
"Lara",196.77,2025
"Lardner",11.22,2025
"Launching Place",71.48,2025
"Lauriston",8.14,2025
"Laverton",2188.9,2025
"Laverton North",17.88,2025
"Leonards Hill",1.55,2025
"Leongatha",144.16,2025
"Leongatha North",7.6,2025
"Leongatha South",4.49,2025
"Leopold",480.35,2025
"Lerderderg",0.05,2025
"Lethbridge",16.04,2025
"Lillico",11.85,2025
"Lilydale",590.5,2025
"Limestone",0.5,2025
"Little Hampton",7.6,2025
"Little River",8.92,2025
"Loch",9.67,2025
"Loch Valley",0.01,2025
"Long Forest",65.92,2025
"Longwarry",40.1,2025
"Longwarry North",17.45,2025
"Lorne",12.94,2025
"Lovely Banks",83.96,2025
"Lower Plenty",594.94,2025
"Lynbrook",5667.49,2025
"Lyndhurst",1738.2,2025
"Lyonville",5.86,2025
"Lysterfield",238.59,2025
"Lysterfield South",246.24,2025
"Macclesfield",32.17,2025
"Macedon",53.83,2025
"Macleod",2287.67,2025
"Maddingley",191.12,2025
